contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,Distance
SPY260724C00776000,2026-07-23 15:06:27+00:00,776.0,0.01,0.0,0.0,0.0,0.0,13.0,950,0.2500075,False,REGULAR,USD,37.5999755859375
SPY260724C00777000,2026-07-22 19:07:58+00:00,777.0,0.01,0.0,0.0,0.0,0.0,241.0,1142,0.2500075,False,REGULAR,USD,38.5999755859375
SPY260724C00778000,2026-07-22 14:50:50+00:00,778.0,0.01,0.0,0.0,0.0,0.0,1.0,2527,0.2500075,False,REGULAR,USD,39.5999755859375
SPY260724C00779000,2026-07-22 17:01:44+00:00,779.0,0.02,0.0,0.0,0.0,0.0,141.0,1248,0.2500075,False,REGULAR,USD,40.5999755859375
SPY260724C00780000,2026-07-22 19:19:56+00:00,780.0,0.01,0.0,0.0,0.0,0.0,9.0,1276,0.2500075,False,REGULAR,USD,41.5999755859375
SPY260724C00781000,2026-07-22 16:02:52+00:00,781.0,0.01,0.0,0.0,0.0,0.0,1.0,2464,0.2500075,False,REGULAR,USD,42.5999755859375
SPY260724C00782000,2026-07-23 13:30:01+00:00,782.0,0.01,0.0,0.0,0.0,0.0,1.0,2649,0.2500075,False,REGULAR,USD,43.5999755859375
SPY260724C00783000,2026-07-23 14:13:11+00:00,783.0,0.01,0.0,0.0,0.0,0.0,1.0,604,0.2500075,False,REGULAR,USD,44.5999755859375
SPY260724C00784000,2026-07-21 13:50:02+00:00,784.0,0.01,0.0,0.0,0.0,0.0,1.0,2260,0.2500075,False,REGULAR,USD,45.5999755859375
SPY260724C00785000,2026-07-22 14:35:24+00:00,785.0,0.01,0.0,0.0,0.0,0.0,168.0,2243,0.2500075,False,REGULAR,USD,46.5999755859375
SPY260724C00786000,2026-07-21 14:38:53+00:00,786.0,0.01,0.0,0.0,0.0,0.0,4215.0,4154,0.2500075,False,REGULAR,USD,47.5999755859375
